time,humidity,lux,temperature
2023-11-20 09:27:03,37.78767071030747,5892,21.726176852063787
2023-11-20 09:27:13,37.5626001373312,6215,21.752880140383
2023-11-20 09:27:23,37.59884031433585,6256,21.752880140383
2023-11-20 09:27:33,37.48630502784771,6231,21.752880140383
2023-11-20 09:27:43,37.5473411154345,6190,21.752880140383
2023-11-20 09:27:53,37.61600671396963,6107,21.787594415197987
2023-11-20 09:28:03,37.49202716105898,6123,21.792935072861823
2023-11-20 09:28:13,37.42717631799802,6198,21.768902113374537
2023-11-20 09:28:23,37.3852140077821,6229,21.787594415197987
2023-11-20 09:28:33,37.43671320668345,6040,21.76089112687876
2023-11-20 09:28:43,37.39856565194171,6067,21.755550469214924
2023-11-20 09:28:53,37.28030823224231,6089,21.779583428702225
2023-11-20 09:29:03,37.310826276035705,6107,21.77157244220645
2023-11-20 09:29:13,37.274586099031055,5207,21.779583428702225
2023-11-20 09:29:23,37.499656672007326,4611,21.787594415197987
2023-11-20 09:29:33,37.43480582894637,4494,21.790264744029912
2023-11-20 09:29:43,37.404287785152974,4414,21.768902113374537
2023-11-20 09:29:53,37.30319676508736,4385,21.779583428702225
2023-11-20 09:30:03,37.36041809719997,4344,21.80628671702144
2023-11-20 09:30:14,37.26123445487144,4318,21.792935072861823
2023-11-20 09:30:24,37.25169756618601,4272,21.80628671702144
2023-11-20 09:30:34,37.3127336537728,4173,21.79560540169375
2023-11-20 09:30:44,37.34515907530327,4103,21.8009460593576
2023-11-20 09:30:54,37.356603341725794,4062,21.816968032349124
2023-11-20 09:31:04,37.545433737697415,4017,21.774242771038374
2023-11-20 09:31:14,37.50537880521858,4102,21.82497901884489
2023-11-20 09:31:24,37.47295338368811,4088,21.8142977035172
2023-11-20 09:31:34,37.42717631799802,3825,21.82230869001297
2023-11-20 09:31:44,37.3852140077821,3772,21.80895704585336
2023-11-20 09:31:54,37.22499427786679,3769,21.787594415197987
2023-11-20 09:32:04,37.44815747310597,3834,21.80895704585336
2023-11-20 09:32:14,37.535896849011976,3611,21.816968032349124
2023-11-20 09:32:24,37.600747692072936,9034,21.80895704585336
2023-11-20 09:32:34,37.51682307164111,9146,21.832990005340665
2023-11-20 09:32:44,37.51682307164111,9361,21.857022964827948
2023-11-20 09:32:54,37.27267872129397,9568,21.8383306630045
2023-11-20 09:33:04,37.32227054245823,9700,21.82230869001297
2023-11-20 09:33:14,37.43480582894637,9740,21.84367132066835
2023-11-20 09:33:25,37.44243533989472,9749,21.816968032349124
2023-11-20 09:33:35,37.43862058442054,9870,21.835660334172573
2023-11-20 09:33:45,37.5034714274815,9903,21.82764934767681
2023-11-20 09:33:55,37.55306324864576,9915,21.82230869001297
2023-11-20 09:34:05,37.61219195849546,9951,21.82764934767681
2023-11-20 09:34:15,37.57976653696498,9973,21.8383306630045
2023-11-20 09:34:25,37.57213702601664,9969,21.8383306630045
2023-11-20 09:34:35,37.57785915922789,9980,21.857022964827948
2023-11-20 09:34:45,37.564507515068286,9990,21.84634164950026
2023-11-20 09:34:55,37.524452582589454,10007,21.865033951323724
2023-11-20 09:35:05,37.48630502784771,9994,21.87304493781949
2023-11-20 09:35:15,37.41000991836423,10052,21.8623636224918
2023-11-20 09:35:25,37.46150911726559,10083,21.85168230716411
2023-11-20 09:35:35,37.38139925230793,10136,21.87037460898756
2023-11-20 09:35:45,37.40238040741588,10138,21.867704280155635
2023-11-20 09:35:55,37.41191729610132,10150,21.85435263599604
2023-11-20 09:36:05,37.5626001373312,10153,21.867704280155635
2023-11-20 09:36:15,37.76668955519951,10168,21.865033951323724
2023-11-20 09:36:25,37.68848706797894,10173,21.88105592431525
2023-11-20 09:36:35,37.76478217746242,10168,21.87037460898756
2023-11-20 09:36:45,37.74380102235447,10186,21.891737239642936
2023-11-20 09:36:55,37.74761577782864,10200,21.878385595483323
2023-11-20 09:37:05,37.70565346761273,10198,21.88105592431525
2023-11-20 09:37:16,37.62554360265507,10291,21.907759212634478
2023-11-20 09:37:26,37.83726253147173,10305,21.87571526665141
2023-11-20 09:37:36,37.59693293659876,10314,21.91309987029831
2023-11-20 09:37:46,37.60837720302128,10326,21.897077897306787
2023-11-20 09:37:56,37.57976653696498,10333,21.90508888380255
2023-11-20 09:38:06,37.67704280155642,10325,21.89440756847486
2023-11-20 09:38:16,37.44243533989472,10304,21.891737239642936
2023-11-20 09:38:26,37.52063782711528,10251,21.88906691081101
2023-11-20 09:38:36,37.600747692072936,10136,21.87304493781949
2023-11-20 09:38:46,37.73617151140612,10019,21.90508888380255
2023-11-20 09:38:56,38.00892652780957,10098,21.902418554970623
2023-11-20 09:39:06,37.667505912870986,10440,21.899748226138698
2023-11-20 09:39:16,37.65796902418555,10531,21.902418554970623
2023-11-20 09:39:26,38.04135194934005,10516,21.899748226138698
2023-11-20 09:39:36,37.84679942015717,10481,21.865033951323724
2023-11-20 09:39:46,37.8277256427863,10454,21.907759212634478
2023-11-20 09:39:56,37.78004119935912,10385,21.907759212634478
2023-11-20 09:40:06,37.814373998626685,10191,21.92912184328985
2023-11-20 09:40:16,37.7533379110399,10041,21.942473487449448
2023-11-20 09:40:26,37.68276493476768,10190,21.945143816281373
2023-11-20 09:40:36,37.65415426871137,10378,21.939803158617536
2023-11-20 09:40:47,37.74380102235447,10353,21.95582513160906
2023-11-20 09:40:57,37.610284580758375,10549,21.945143816281373
2023-11-20 09:41:07,37.545433737697415,10576,21.945143816281373
2023-11-20 09:41:17,37.69230182345312,10597,21.942473487449448
2023-11-20 09:41:27,37.71709773403525,10562,21.963836118104823
2023-11-20 09:41:37,37.71328297856108,10545,21.9718471046006
2023-11-20 09:41:47,37.589303425650414,10554,21.95315480277713
2023-11-20 09:41:57,37.59884031433585,10541,21.97451743343251
2023-11-20 09:42:07,37.59311818112459,10531,21.97985809109636
2023-11-20 09:42:17,37.86778057526512,10475,21.987869077592123
2023-11-20 09:42:27,37.80674448767834,10361,21.995880064087885
2023-11-20 09:42:37,37.40810254062715,10096,21.966506446936748
2023-11-20 09:42:47,37.48249027237354,10012,21.95315480277713
2023-11-20 09:42:57,37.50728618295568,9918,21.993209735255974
2023-11-20 09:43:07,37.5034714274815,9946,21.96116578927291
2023-11-20 09:43:17,37.51682307164111,10102,21.966506446936748
2023-11-20 09:43:27,37.47676813916228,10315,21.966506446936748
2023-11-20 09:43:37,37.71709773403525,10241,21.97451743343251
2023-11-20 09:43:47,37.656061646448464,9929,21.95582513160906
2023-11-20 09:43:58,37.74570840009155,9769,21.9718471046006
2023-11-20 09:44:08,37.656061646448464,9729,21.9718471046006
2023-11-20 09:44:18,37.52254520485237,9648,21.98252841992829
2023-11-20 09:44:28,37.51300831616693,9661,21.95582513160906
2023-11-20 09:44:38,37.40619516289006,9712,21.942473487449448
2023-11-20 09:44:48,37.478675516899365,9756,21.95315480277713
2023-11-20 09:44:58,37.6217288471809,9817,21.993209735255974
2023-11-20 09:45:08,37.84870679789425,9887,21.9851987487602
2023-11-20 09:45:18,37.73998626688029,9917,21.99053940642405
2023-11-20 09:45:28,37.65224689097429,9981,21.97985809109636
2023-11-20 09:45:38,37.76287479972534,10045,21.993209735255974
2023-11-20 09:45:48,37.5320820935378,10146,22.017242694743278
2023-11-20 09:45:58,37.65796902418555,10307,21.98252841992829
2023-11-20 09:46:08,37.59502555886168,10635,21.995880064087885
2023-11-20 09:46:18,37.63126573586633,10589,21.977187762264435
2023-11-20 09:46:28,37.59311818112459,10582,21.966506446936748
2023-11-20 09:46:38,37.66941329060807,10610,21.9718471046006
2023-11-20 09:46:48,37.73617151140612,10654,21.987869077592123
2023-11-20 09:46:59,37.79339284351873,10789,21.958495460440982
2023-11-20 09:47:09,37.694209201190205,10898,21.993209735255974
2023-11-20 09:47:19,37.814373998626685,11152,21.977187762264435
2023-11-20 09:47:29,37.79339284351873,11381,21.993209735255974
2023-11-20 09:47:39,37.84489204242008,11647,21.977187762264435
2023-11-20 09:47:49,37.93453879606317,11836,21.993209735255974
2023-11-20 09:47:59,37.76478217746242,12063,21.97985809109636
2023-11-20 09:48:09,37.841077286945904,12217,21.97985809109636
2023-11-20 09:48:19,37.78576333257038,12314,21.99855039291981
2023-11-20 09:48:29,37.78194857709621,12448,21.995880064087885
2023-11-20 09:48:39,37.89066910811017,12715,21.97451743343251
2023-11-20 09:48:49,37.83726253147173,12994,22.001220721751736
2023-11-20 09:48:59,37.81818875410086,13021,21.977187762264435
2023-11-20 09:49:09,37.945983062485695,12909,22.001220721751736
2023-11-20 09:49:19,38.06614785992218,13034,21.98252841992829
2023-11-20 09:49:29,37.89257648584726,13307,21.99053940642405
2023-11-20 09:49:39,37.8715953307393,13125,21.99855039291981
2023-11-20 09:49:49,37.89066910811017,13332,21.977187762264435
2023-11-20 09:49:59,37.99176012817578,13463,21.99855039291981
2023-11-20 09:50:09,37.879224841687645,13356,21.993209735255974
2023-11-20 09:50:20,37.87541008621347,13422,21.995880064087885
2023-11-20 09:50:30,37.79911497672999,13547,22.00389105058366
2023-11-20 09:50:40,37.81055924315251,13647,22.00389105058366
2023-11-20 09:50:50,37.97840848401617,13806,22.030594338902876
2023-11-20 09:51:00,38.16914625772488,13939,22.02525368123904
2023-11-20 09:51:10,38.13290608072023,14169,22.02525368123904
2023-11-20 09:51:20,38.0337224383917,14244,22.02792401007096
2023-11-20 09:51:30,38.05851834897384,14252,22.017242694743278
2023-11-20 09:51:40,37.96887159533074,14152,22.009231708247498
2023-11-20 09:51:50,37.8563363088426,14171,21.97985809109636
2023-11-20 09:52:00,37.90592813000686,14089,21.97451743343251
2023-11-20 09:52:10,37.92500190737773,14081,21.97985809109636
2023-11-20 09:52:20,37.97840848401617,14095,21.966506446936748
2023-11-20 09:52:30,37.945983062485695,14086,21.969176775768677
2023-11-20 09:52:40,37.99176012817578,13988,21.966506446936748
2023-11-20 09:52:50,37.99557488364996,13934,21.9851987487602
2023-11-20 09:53:00,37.92500190737773,13884,21.945143816281373
2023-11-20 09:53:10,37.95742732890822,13856,21.9718471046006
2023-11-20 09:53:20,37.98603799496452,13845,21.939803158617536
2023-11-20 09:53:30,37.91165026321813,13917,21.977187762264435
2023-11-20 09:53:41,37.88876173037308,13983,21.95315480277713
2023-11-20 09:53:51,37.965056839856565,13920,21.95582513160906
2023-11-20 09:54:01,37.9154650186923,13812,21.95582513160906
2023-11-20 09:54:11,37.92690928511482,13752,21.96116578927291
2023-11-20 09:54:21,42.66483558403906,13654,21.977187762264435
2023-11-20 09:54:31,38.7699702449073,13545,21.987869077592123
2023-11-20 09:54:41,38.21492332341497,13406,21.969176775768677
2023-11-20 09:54:51,38.096665903715575,13301,21.963836118104823
2023-11-20 09:55:01,38.13862821393149,13229,21.993209735255974
2023-11-20 09:55:11,38.11192492561227,13127,21.9478141451133
2023-11-20 09:55:21,38.05661097123674,13058,21.958495460440982
2023-11-20 09:55:31,38.262607766842144,12993,21.9478141451133
2023-11-20 09:55:41,38.24925612268254,12943,21.923781185626
2023-11-20 09:55:51,38.403753719386586,12904,21.942473487449448
2023-11-20 09:56:01,38.35988403143359,12903,21.945143816281373
2023-11-20 09:56:11,38.25688563363089,12923,21.969176775768677
2023-11-20 09:56:21,38.27023727779049,12950,21.91844052796216
2023-11-20 09:56:31,38.29121843289845,12965,21.91309987029831
2023-11-20 09:56:41,38.42473487449455,12933,21.939803158617536
2023-11-20 09:56:51,38.338902876325626,12888,21.95582513160906
2023-11-20 09:57:01,38.39803158617533,12803,21.95315480277713
2023-11-20 09:57:12,38.346532387273975,12707,21.92912184328985
2023-11-20 09:57:22,38.29694056610971,12630,21.92912184328985
2023-11-20 09:57:32,38.30838483253224,12532,21.907759212634478
2023-11-20 09:57:42,38.25307087815671,12398,21.907759212634478
2023-11-20 09:57:52,38.235904478522926,12279,21.902418554970623
2023-11-20 09:58:02,38.19775692378119,12223,21.91577019913024
2023-11-20 09:58:12,38.19775692378119,12187,21.89440756847486
2023-11-20 09:58:22,38.2244602121004,12127,21.907759212634478
2023-11-20 09:58:32,38.31219958800641,12039,21.90508888380255
2023-11-20 09:58:42,38.26642252231632,11968,21.88906691081101
2023-11-20 09:58:52,38.27214465552758,11922,21.878385595483323
2023-11-20 09:59:02,38.22064545662623,11888,21.865033951323724
2023-11-20 09:59:12,38.15770199130236,11845,21.883726253147174
2023-11-20 09:59:22,38.19966430151828,11820,21.88105592431525
2023-11-20 09:59:32,38.14625772487984,11825,21.878385595483323
2023-11-20 09:59:42,38.13862821393149,11857,21.85435263599604
2023-11-20 09:59:52,38.17868314641032,11896,21.85435263599604
2023-11-20 10:00:02,38.25116350041962,11909,21.8383306630045
2023-11-20 10:00:12,38.30838483253224,11940,21.82764934767681
2023-11-20 10:00:22,38.28740367742428,11959,21.835660334172573
2023-11-20 10:00:33,38.3293659876402,11944,21.84367132066835
2023-11-20 10:00:43,38.29121843289845,11941,21.82764934767681
2023-11-20 10:00:53,38.28740367742428,11940,21.84367132066835
2023-11-20 10:01:03,38.237811856260016,11942,21.85435263599604
2023-11-20 10:01:13,38.29312581063554,11979,21.8383306630045
2023-11-20 10:01:23,38.302662699320976,12028,21.857022964827948
2023-11-20 10:01:33,38.40756847486076,12110,21.85168230716411
2023-11-20 10:01:43,38.37514305333029,12215,21.865033951323724
2023-11-20 10:01:53,38.19394216830701,12279,21.84634164950026
2023-11-20 10:02:03,38.2988479438468,12392,21.857022964827948
2023-11-20 10:02:13,38.44190127412833,12492,21.857022964827948
2023-11-20 10:02:23,38.386587319752806,12604,21.85435263599604
2023-11-20 10:02:33,38.43617914091707,12699,21.857022964827948
2023-11-20 10:02:43,38.51247425040055,12729,21.85435263599604
2023-11-20 10:02:53,38.533455405508505,12729,21.88906691081101
2023-11-20 10:03:03,38.47051194018464,12684,21.87037460898756
2023-11-20 10:03:13,38.32364385442893,12584,21.902418554970623
2023-11-20 10:03:23,38.459067673762114,12424,21.87037460898756
